rank,task_id,onet_code,occupation,task,passes_filters,dropped_by,opportunity,fit,money,scale,scale_source,labor_value,reads_text,closed_outcome,writes_content,physical,live_human,same_rules,errors_lose_money,loss_recoverable,recoverable_loss,outcome_visible,speed_value,digital_input,licensed_signoff,time_per_item,volume,money_link,buyer,buyer_conf,sell_model,sell_model_conf,min_score_conf,uncertain,model_reported,request_id
60,1264,13-2053.00,Insurance Underwriters,"Decrease value of policy when risk is substandard and specify applicable endorsements or apply rating to ensure safe, profitable distribution of risks, using reference materials.",1,,0.6274,0.7130,0.7221,0.8908,labor_value_percentile,1168383059,0.8900,0.4900,0.1500,0,0.0700,0.5300,0.9500,0.2800,0.2660,0.8700,0.8100,0.9200,0.3400,1.1100,1.7900,2.8600,insurance,1,not_outsourced,0.4100,0.7600,0,jev-1.13.0,req_01a0d5dada5b7c11953f8184bae24ac5
61,11307,43-4131.00,Loan Interviewers and Clerks,Review customer accounts to determine whether payments are made on time and that other loan terms are being followed.,1,,0.6260,0.7890,0.7000,0.7399,labor_value_percentile,442833392,0.9100,0.5500,0.1300,0.0067,0.1000,0.8300,0.9100,0.4700,0.4277,0.9100,0.7300,0.9900,0.1000,1.1400,1.5200,2.2400,banking_fintech,0.9900,not_outsourced,0.4100,0.4400,0,jev-1.13.0,req_01a0d5e27df370cfb0a80210de61c9b6
62,23211,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Evaluate costs and revenue of agreements to determine continued profitability.,1,,0.6243,0.7335,0.7067,0.8575,labor_value_percentile,887168709,0.7300,0.8300,0.1700,0,0.1200,0.2000,0.9000,0.3000,0.2700,0.8500,0.7400,1,0.1100,1.2900,0.7300,2.7800,banking_fintech,0.8200,not_outsourced,0.4700,0.2700,1,jev-1.13.0,req_01a0d5ec2ef37994bee7da1e3b78e7c4
63,21516,13-2011.00,Accountants and Auditors,Review accounts for discrepancies and reconcile differences.,1,,0.6242,0.6620,0.7683,0.9897,labor_value_percentile,5364296222,0.9400,0.1400,0.2200,0.0033,0.0900,0.5200,0.9400,0.6300,0.5922,0.8000,0.7200,1,0.1200,1.3500,1.2300,2.6300,accounting_finance_ops,1,other,0.9200,0.4900,0,jev-1.13.0,req_01a0d5ea7f6f73c38f46ececf6e45e37
64,23323,43-9041.00,Insurance Claims and Policy Processing Clerks,"Review and verify data, such as age, name, address, and principal sum and value of property, on insurance applications and policies.",1,,0.6227,0.7660,0.7435,0.7221,labor_value_percentile,404635819,0.9400,0.4400,0.0700,0.0100,0.1100,0.7800,0.9500,0.5900,0.5605,0.8200,0.8300,0.6200,0.0900,0.5700,1.9000,2.4700,insurance,1,per_item,0.7300,0.5200,0,jev-1.13.0,req_01a0d5ec4a047c5ea9177afb9f4821e4
65,22894,29-9021.00,Health Information Technologists and Medical Registrars,"Assign the patient to diagnosis-related groups (DRGs), using appropriate computer software.",1,,0.6222,0.8645,0.7898,0.4962,labor_value_percentile,161972625,0.8500,0.9400,0.1500,0,0.0500,0.8500,0.9400,0.6400,0.6016,0.8400,0.7500,1,0.2800,0.6600,1.8700,2.6800,healthcare_admin,1,per_item,0.6400,0.5900,0,jev-1.13.0,req_01a0d5ebddf67d31a982f43196d98eab
66,5302,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents","Check tax forms to verify that names and taxpayer identification numbers are correct, that computations have been performed correctly, or that amounts match those on supporting documentation.",1,,0.6217,0.8425,0.7716,0.5441,labor_value_percentile,197655025,0.9500,0.6900,0.0800,0.0133,0.0600,0.8800,0.9300,0.6700,0.6231,0.8600,0.7900,0.7500,0.0900,0.5700,1.9900,2.4500,government,1,per_item,0.4600,0.5400,0,jev-1.13.0,req_01a0d5ddc1f77472ae7eb84b1e877612
67,2496,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Reconcile or note and report discrepancies found in records.,1,,0.6212,0.6925,0.6995,0.9695,labor_value_percentile,3110597416,0.8300,0.1600,0.2200,0.0033,0.0600,0.6600,0.9300,0.6600,0.6138,0.8200,0.7200,0.9800,0.0700,0.7500,1.2900,2.0200,accounting_finance_ops,1,other,0.4300,0.4600,0,jev-1.13.0,req_01a0d5dbc73970c095f47e65d601e36a
68,21430,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Refer questionable claims to investigator or claims adjuster for investigation or settlement.,1,,0.6204,0.7030,0.7505,0.8742,labor_value_percentile,1030933626,0.7300,0.5700,0.1600,0.0100,0.3700,0.3700,0.9100,0.6000,0.5460,0.8000,0.7600,0.9800,0.1400,0.8700,0.8500,2.6000,insurance,1,per_item,0.3200,0.1500,1,jev-1.13.0,req_01a0d5ea695b774cbadf0f9f8dafdfe9
69,21512,13-2011.00,Accountants and Auditors,"Inspect cash on hand, notes receivable and payable, negotiable securities, and canceled checks to confirm records are accurate.",1,,0.6202,0.6770,0.7417,0.9775,labor_value_percentile,3666424464,0.8600,0.5000,0.1100,0.4333,0.0500,0.6900,0.9400,0.6100,0.5734,0.8100,0.6400,0.0800,0.1200,0.9300,1.0100,2.4500,accounting_finance_ops,1,other,0.7100,0.3000,1,jev-1.13.0,req_01a0d5d9dd5570a4bc4b36a5c07399b6
70,15781,11-9199.08,Loss Prevention Managers,Review loss prevention exception reports and cash discrepancies to ensure adherence to guidelines.,1,,0.6200,0.7745,0.6939,0.7816,labor_value_percentile,551218848,0.9300,0.4500,0.1300,0.0067,0.0500,0.7800,0.9200,0.4900,0.4508,0.7600,0.6100,1,0.0700,1.1400,1.2600,2.4800,ecommerce_marketplaces,0.6300,not_outsourced,0.5500,0.4800,0,jev-1.13.0,req_01a0d5e5e277780eadf93875d95adabb
71,1808,29-1051.00,Pharmacists,"Review prescriptions to assure accuracy, to ascertain the needed ingredients, and to evaluate their suitability.",1,,0.6199,0.7420,0.5773,0.9654,labor_value_percentile,2859212113,0.8900,0.4900,0.0700,0.1067,0.1000,0.6200,0.8200,0.4200,0.3444,0.8200,0.7800,0.8700,0.4700,0.4800,2.2300,1.7100,healthcare_admin,0.9900,per_item,0.4200,0.2100,1,jev-1.13.0,req_01a0d5db42677593bd3c0425903510e0
72,21326,11-3031.00,Financial Managers,Review collection reports to determine the status of collections and the amounts of outstanding balances.,1,,0.6178,0.7045,0.6786,0.9386,labor_value_percentile,2003920516,0.9500,0.2400,0.1400,0,0.0500,0.3800,0.9000,0.4800,0.4320,0.8300,0.7800,1,0.0700,0.9600,0.7900,2.2500,banking_fintech,0.6800,not_outsourced,0.4900,0.5400,0,jev-1.13.0,req_01a0d5ea4f967c18bc3cb05c185e9fc7
73,9735,43-4061.00,"Eligibility Interviewers, Government Programs","Initiate procedures to grant, modify, deny, or terminate assistance, or refer applicants to other agencies for assistance.",1,,0.6141,0.7020,0.7728,0.8275,labor_value_percentile,708801351,0.6100,0.8200,0.1100,0.0167,0.4600,0.7500,0.9400,0.6400,0.6016,0.8500,0.8000,0.5200,0.0800,1.3800,1.8200,2.5300,government,1,not_outsourced,0.7400,0.5300,0,jev-1.13.0,req_01a0d5e13dab7e869dbdd526c3733dcf
74,16320,17-2051.01,Transportation Engineers,"Check construction plans, design calculations, or cost estimations to ensure completeness, accuracy, or conformity to engineering standards or practices.",1,,0.6139,0.7645,0.6885,0.7997,labor_value_percentile,607543023,0.9200,0.6200,0.1400,0.0200,0.0600,0.8100,0.9200,0.3400,0.3128,0.8000,0.5700,0.8700,0.1500,1.5900,1.0400,2.6600,government,0.9900,other,0.6900,0.5900,0,jev-1.13.0,req_01a0d5e659fa762fb3a43994875ca10e
75,21644,13-2072.00,Loan Officers,"Maintain and review account records, updating and recategorizing them according to status changes.",1,,0.6108,0.8110,0.5364,0.8257,labor_value_percentile,701278923,0.7400,0.7700,0.0900,0,0.0600,0.6400,0.8500,0.5400,0.4590,0.6000,0.7400,1,0.1000,0.6600,1.7100,1.6400,banking_fintech,0.9900,per_item,0.4700,0.3200,1,jev-1.13.0,req_01a0d5ea9ffe7f64aa0d43fe800450f0
76,8125,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Obtain credit information about prospective customers.,1,,0.6098,0.6780,0.6958,0.9645,labor_value_percentile,2831303885,0.7800,0.2200,0.1100,0.0067,0.2600,0.5200,0.8800,0.3200,0.2816,0.8600,0.8000,0.9800,0.0600,0.8400,0.8100,2.6500,sales_marketing,0.9800,per_item,0.6100,0.5300,0,jev-1.13.0,req_01a0d5e00dd377c094996a1307e146ab
77,17736,47-1011.03,Solar Energy Installation Managers,"Evaluate subcontractors or subcontractor bids for quality, cost, and reliability.",1,,0.6092,0.6775,0.7643,0.9054,labor_value_percentile,1333990509,0.8000,0.6400,0.2000,0.0633,0.2500,0.3200,0.9400,0.4100,0.3854,0.8600,0.7000,0.9900,0.1000,1.9800,0.1300,2.9300,manufacturing_quality,0.6000,other,0.4500,0.8100,0,jev-1.13.0,req_01a0d5e7751372dcbe51abfaeceb62cf
78,11405,43-9021.00,Data Entry Keyers,"Locate and correct data entry errors, or report them to supervisors.",1,,0.6089,0.8175,0.5076,0.8468,labor_value_percentile,810617610,0.8500,0.6400,0.0700,0.0267,0.0800,0.6700,0.8700,0.5400,0.4698,0.7200,0.7000,0.9500,0.0300,0.5700,1.9300,1.1300,accounting_finance_ops,0.2900,per_item,0.7000,0.4900,0,jev-1.13.0,req_01a0d5e2958977769ab4747a72e38138
79,15714,13-1199.06,Online Merchants,Cancel orders based on customer requests or inventory or delivery problems.,1,,0.6088,0.7340,0.6503,0.8477,labor_value_percentile,819352988,0.6000,0.5400,0.0800,0.0200,0.1600,0.4800,0.8800,0.5100,0.4488,0.8300,0.8800,1,0.0500,0.4200,0.7100,2,ecommerce_marketplaces,0.9900,not_outsourced,0.4200,0.2900,1,jev-1.13.0,req_01a0d5e5dcb97a8d94a97227631c7473
80,1256,13-2041.00,Credit Analysts,Review individual or commercial customer files to identify and select delinquent accounts for collection.,1,,0.6073,0.8075,0.6859,0.6614,labor_value_percentile,313920386,0.9500,0.7300,0.1700,0.0033,0.0700,0.6500,0.9100,0.3000,0.2730,0.8800,0.7400,0.9900,0.0900,1.2600,1.4400,2.5500,banking_fintech,0.9900,contingency,0.9000,0.4200,0,jev-1.13.0,req_01a0d5dad8957db3a73e254010606592
81,21514,13-2011.00,Accountants and Auditors,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",1,,0.6070,0.6500,0.7550,0.9891,labor_value_percentile,5195710913,0.9300,0.1700,0.4800,0.0067,0.0600,0.7100,0.9500,0.5800,0.5510,0.7700,0.7000,1,0.0900,1.6200,1.5600,2.6900,accounting_finance_ops,1,other,0.9600,0.5600,0,jev-1.13.0,req_01a0d5ea7eea7eaba3d73163b5e73f72
82,15264,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers","Review, evaluate, accept, and coordinate completion of work bid from contractors.",1,,0.6069,0.6715,0.7330,0.9352,labor_value_percentile,1896092654,0.6500,0.7000,0.1100,0.0667,0.3200,0.3300,0.9300,0.5100,0.4743,0.8400,0.7800,0.9400,0.1000,1.7700,0.5600,2.5400,manufacturing_quality,0.8000,not_outsourced,0.7000,0.4400,0,jev-1.13.0,req_01a0d5e588997b568155204e392c9c54
83,729,41-3021.00,Insurance Sales Agents,Select company that offers type of coverage requested by client to underwrite policy.,1,,0.6051,0.6855,0.6884,0.9292,labor_value_percentile,1718576504,0.5900,0.8500,0.0800,0.0033,0.5000,0.2900,0.8800,0.3600,0.3168,0.8400,0.8400,0.7100,0.3200,0.7500,1.1600,2.5600,insurance,1,not_outsourced,0.4700,0.5600,0,jev-1.13.0,req_01a0d5da819279c39b052fc8a5ebde6e
84,21419,13-1031.00,"Claims Adjusters, Examiners, and Investigators","Review police reports, medical treatment records, medical bills, or physical property damage to determine the extent of liability.",1,,0.6051,0.6500,0.8242,0.8883,labor_value_percentile,1142635276,0.9400,0.3000,0.1500,0.0900,0.0700,0.3800,0.9500,0.6100,0.5795,0.8700,0.8100,0.8300,0.0900,1.8300,1.7100,2.9200,insurance,1,per_item,0.5400,0.7000,0,jev-1.13.0,req_01a0d5ea66857db3a49e8330c90cdabd
85,1344,17-2011.00,Aerospace Engineers,Evaluate and approve selection of vendors by studying past performance or new advertisements.,1,,0.6044,0.7695,0.7424,0.6915,labor_value_percentile,354511456,0.8800,0.8800,0.1100,0.0033,0.1100,0.3700,0.8800,0.4700,0.4136,0.8300,0.6600,0.9800,0.1100,1.8000,0.0800,2.7700,logistics_supply_chain,0.7100,not_outsourced,0.7400,0.7700,0,jev-1.13.0,req_01a0d5daec3078c19ade287e638e5608
86,20725,17-2011.00,Aerospace Engineers,"Evaluate product data or design from inspections or reports for conformance to engineering principles, customer requirements, environmental regulations, or quality standards.",1,,0.6035,0.7750,0.5737,0.8551,labor_value_percentile,869026938,0.8500,0.7800,0.2100,0.0767,0.0600,0.6700,0.8600,0.2300,0.1978,0.7900,0.6700,0.9300,0.0900,1.5600,0.8900,2.0800,manufacturing_quality,0.9500,other,0.5600,0.0800,1,jev-1.13.0,req_01a0d5e9c8ea7631a3cd45f3132ae07d
87,1081,11-9051.00,Food Service Managers,"Monitor budgets and payroll records, and review financial transactions to ensure that expenditures are authorized and budgeted.",1,,0.6025,0.7260,0.7426,0.8057,labor_value_percentile,628432387,0.8800,0.4300,0.1200,0.0033,0.0600,0.6500,0.9500,0.5800,0.5510,0.8400,0.5500,1,0.0500,1.6200,0.9200,2.4400,other,0.9300,not_outsourced,0.3900,0.5400,0,jev-1.13.0,req_01a0d5dabd8874ed918417e5e246dbf6
88,726,41-3021.00,Insurance Sales Agents,"Ensure that policy requirements are fulfilled, including any necessary medical examinations and the completion of appropriate forms.",1,,0.6015,0.6935,0.6850,0.9171,labor_value_percentile,1485663171,0.8300,0.3400,0.0900,0.0900,0.1400,0.8200,0.9100,0.4200,0.3822,0.8300,0.7400,0.5600,0.1600,0.9300,1.1700,2.4100,insurance,1,per_item,0.5700,0.5300,0,jev-1.13.0,req_01a0d5da80cb7d619cd17dd0643af1ff
89,19563,47-4011.01,Energy Auditors,Verify income eligibility of participants in publicly financed weatherization programs.,1,,0.5979,0.8760,0.7680,0.4285,labor_value_percentile,119386515,0.9200,0.9200,0.1100,0.0033,0.1400,0.8800,0.9100,0.6300,0.5733,0.8800,0.8100,0.9200,0.1200,0.8400,0.5400,2.4900,government,0.9400,per_item,0.6900,0.4600,0,jev-1.13.0,req_01a0d5e8f67c77e6b48a5a312e1e5627
90,21524,13-2011.00,Accountants and Auditors,"Audit payroll and personnel records to determine unemployment insurance premiums, workers' compensation coverage, liabilities, and compliance with tax laws.",1,,0.5976,0.6375,0.7962,0.9693,labor_value_percentile,3101794485,0.9500,0.2700,0.4400,0.0100,0.0800,0.7300,0.9600,0.6200,0.5952,0.8500,0.6000,0.9600,0.1500,2.2500,0.3200,2.7200,accounting_finance_ops,0.9800,other,0.8900,0.6800,0,jev-1.13.0,req_01a0d5ea81e67fbeb063be6e57223d8c
91,21534,13-2011.00,Accountants and Auditors,"Review data about material assets, net worth, liabilities, capital stock, surplus, income, or expenditures.",1,,0.5971,0.6505,0.7275,0.9865,labor_value_percentile,4728261100,0.9500,0.1100,0.2700,0,0.0600,0.4000,0.9300,0.5500,0.5115,0.7000,0.7000,0.9900,0.0900,1.2300,1.3800,2.7300,accounting_finance_ops,1,other,0.9100,0.3700,1,jev-1.13.0,req_01a0d5ea842a71d9827c9dc75ca4a340
92,7366,13-2082.00,Tax Preparers,"Check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",1,,0.5970,0.7670,0.7381,0.6679,labor_value_percentile,323424339,0.9300,0.4100,0.0600,0.0033,0.0500,0.7600,0.9400,0.5700,0.5358,0.8400,0.7400,0.7300,0.1000,0.6300,1.7400,2.4400,accounting_finance_ops,1,per_item,0.7200,0.5400,0,jev-1.13.0,req_01a0d5df86d8749d8e6b3764c02db000
93,20619,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,1,,0.5966,0.8355,0.5943,0.6727,labor_value_percentile,331165756,0.8700,0.8100,0.0900,0.0200,0.1100,0.7000,0.8400,0.4600,0.3864,0.7900,0.7100,0.9600,0.0700,0.9000,0.3300,1.8100,sales_marketing,0.7200,per_item,0.3700,0.4300,0,jev-1.13.0,req_01a0d5e9b72a7f96841e7a70e19f83cb
94,10570,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Check passenger and cargo distributions and fuel amounts to ensure that weight and balance specifications are met.,1,,0.5956,0.7810,0.5388,0.8988,labor_value_percentile,1264765203,0.7600,0.7000,0.0800,0.1367,0.0700,0.8700,0.7700,0.2300,0.1771,0.7300,0.4400,0.8900,0.3800,0.7500,0.8600,2,logistics_supply_chain,0.9800,not_outsourced,0.9000,0,1,jev-1.13.0,req_01a0d5e1e254798da89e88650a1a1f62
95,15829,11-9199.10,Wind Energy Development Managers,Review or evaluate proposals or bids to make recommendations regarding awarding of contracts.,1,,0.5951,0.7020,0.7093,0.8680,labor_value_percentile,977894112,0.8900,0.7000,0.4000,0.0267,0.1300,0.3600,0.9000,0.2800,0.2520,0.8100,0.6200,0.9900,0.1000,1.8900,0.1500,2.9300,manufacturing_quality,0.9100,other,0.3800,0.8500,0,jev-1.13.0,req_01a0d5e5eefd7dc9bf5d03113f237fbe
96,18037,11-9199.01,Regulatory Affairs Managers,"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",1,,0.5945,0.7375,0.6600,0.8240,labor_value_percentile,695071444,0.9600,0.4300,0.1200,0,0.0500,0.8500,0.9200,0.3200,0.2944,0.8300,0.6500,1,0.1200,1.9800,0.8600,2.4200,manufacturing_quality,0.3600,other,0.4500,0.3800,1,jev-1.13.0,req_01a0d5e7b1bd72118e530a8fbcde428c
97,16045,13-2099.04,"Fraud Examiners, Investigators and Analysts",Review reports of suspected fraud to determine need for further investigation.,1,,0.5936,0.7945,0.7156,0.6266,labor_value_percentile,274288139,0.9100,0.8900,0.1600,0.0333,0.1100,0.3300,0.9100,0.5100,0.4641,0.7300,0.7100,0.9900,0.1000,1.3200,1.3800,2.6800,banking_fintech,0.3600,other,0.3800,0.4800,0,jev-1.13.0,req_01a0d5d9c4d4730f8c3e822b53ba4730
98,2542,43-3061.00,Procurement Clerks,Compare suppliers' bills with bids and purchase orders to verify accuracy.,1,,0.5935,0.8470,0.7621,0.4781,labor_value_percentile,149523579,0.9500,0.7100,0.1000,0.0033,0.0500,0.7900,0.9600,0.7100,0.6816,0.8900,0.7600,0.9400,0.0500,0.8100,1.5500,2.1800,logistics_supply_chain,0.9800,not_outsourced,0.5400,0.4800,0,jev-1.13.0,req_01a0d5d9c2037af2a03b62aaa9e9dc01
99,9458,33-3051.04,Customs and Border Protection Officers,Determine duty and taxes to be paid on goods.,1,,0.5930,0.6315,0.7824,0.9477,labor_value_percentile,2277293795,0.6300,0.1700,0.1100,0.0767,0.1000,0.8000,0.9400,0.6100,0.5734,0.8700,0.8200,0.5200,0.1300,0.6300,2.0500,2.6200,government,1,not_outsourced,0.7500,0.5000,0,jev-1.13.0,req_01a0d5e101437c83848cdefbb06a1019
100,8830,11-1011.00,Chief Executives,Review reports submitted by staff members to recommend approval or to suggest changes.,1,,0.5929,0.7600,0.5615,0.8660,labor_value_percentile,956856050,0.9100,0.7200,0.1800,0,0.0900,0.2500,0.8100,0.3300,0.2673,0.6400,0.7100,0.9900,0.0600,1.2300,0.8100,2.1700,other,0.6500,not_outsourced,0.7900,0.1700,1,jev-1.13.0,req_01a0d5e08e687161a193dbc53e98fea3
101,1263,13-2053.00,Insurance Underwriters,Evaluate possibility of losses due to catastrophe or excessive insurance.,1,,0.5910,0.6800,0.7054,0.8928,labor_value_percentile,1190524439,0.8800,0.3500,0.1200,0,0.1000,0.3700,0.9500,0.2200,0.2090,0.8400,0.7700,0.9800,0.1800,1.3200,1.3600,2.9300,insurance,1,not_outsourced,0.4400,0.3400,1,jev-1.13.0,req_01a0d5dada227308a65e31e9cc7c9dfe
102,23267,43-4031.00,"Court, Municipal, and License Clerks",Evaluate information on applications to verify completeness and accuracy and to determine whether applicants are qualified to obtain desired licenses.,1,,0.5901,0.8335,0.6366,0.5962,labor_value_percentile,246308296,0.9400,0.8700,0.1000,0.0133,0.1100,0.8400,0.8500,0.5500,0.4675,0.8100,0.8400,0.5500,0.1300,0.7800,1.6800,1.9000,government,1,per_item,0.5100,0.6200,0,jev-1.13.0,req_01a0d5d9c6a67ebaac6ab9033ebc2eff
103,2031,31-9092.00,Medical Assistants,Authorize drug refills and provide prescription information to pharmacies.,1,,0.5899,0.6985,0.6159,0.9340,labor_value_percentile,1860145729,0.6900,0.7000,0.1300,0.0100,0.3800,0.6800,0.8700,0.4900,0.4263,0.8000,0.8100,0.9500,0.7600,0.6900,1.1000,1.8600,healthcare_admin,1,not_outsourced,0.4600,0.6700,0,jev-1.13.0,req_01a0d5db6b0476b6b8d37e1a2cbafc5b
104,730,41-3021.00,Insurance Sales Agents,Monitor insurance claims to ensure they are settled equitably for both the client and the insurer.,1,,0.5879,0.6580,0.7591,0.8934,labor_value_percentile,1196826569,0.8000,0.3500,0.1000,0.0033,0.2000,0.4400,0.9100,0.5900,0.5369,0.8200,0.7300,1,0.1800,1.5600,0.6700,2.6400,insurance,0.9900,not_outsourced,0.4000,0.3300,1,jev-1.13.0,req_01a0d5da81d5704f8c88fb6ddd7f094b
105,2519,43-3051.00,Payroll and Timekeeping Clerks,"Verify attendance, hours worked, and pay adjustments, and post information onto designated records.",1,,0.5873,0.7020,0.7437,0.7988,labor_value_percentile,603675580,0.8500,0.1100,0.1300,0.0067,0.0600,0.7700,0.9700,0.7000,0.6790,0.8800,0.6700,0.8700,0.0500,0.6600,1.8600,2.0700,accounting_finance_ops,0.7800,per_item,0.4600,0.7100,0,jev-1.13.0,req_01a0d5dbcc6c7867a635a7a076028b33
106,23325,43-9041.00,Insurance Claims and Policy Processing Clerks,"Examine letters from policyholders or agents, original insurance applications, and other company documents to determine if changes are needed and effects of changes.",1,,0.5871,0.7190,0.7212,0.7506,labor_value_percentile,470955194,0.9600,0.5400,0.1200,0.0400,0.0700,0.6200,0.9400,0.6000,0.5640,0.8000,0.8400,0.2300,0.1000,0.8100,1.8300,2.3400,insurance,1,per_item,0.7400,0.6300,0,jev-1.13.0,req_01a0d5ec4a9371f3bf8ffd5a2a38a62e
